"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"408","Kyle Connor","WPG","L","82","33.666666666667","0","0","0","0","0","-","1","0.00","0.28","3","2","3","1","1","0","0","0","0","0","0","0","0","1","0","0","3","0","0","-"
"409","Jonas Siegenthaler","N.J","D","80","178.6","0","0","0","0","0","0.00","6","0.00","0.1","7","7","1","0","2","0","2","1","1","0","0","3","1","6","12","7","0","0","0","-"
"410","Colin White","FLA","C","68","4.8666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"414","Vince Dunn","SEA","D","81","49.05","0","0","0","0","0","0.00","1","0.00","0.09","1","1","1","0","0","0","0","0","0","0","0","0","0","1","3","0","3","0","0","-"
"415","Travis Dermott","VAN","D","11","11.683333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","-"
"416","Jordan Greenway","BUF, MIN","L","62","23.933333333333","0","0","0","0","0","-","2","0.00","0.2","3","3","2","0","0","0","0","0","0","0","0","0","0","1","2","0","2","0","1","0.00"
"417","Timo Meier","N.J, S.J","R","78","9.4666666666667","0","0","0","0","0","-","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"418","Jakub Zboril","BOS","D","22","34.933333333333","0","0","0","0","0","-","0","-","0.02","2","1","1","0","0","0","0","0","0","0","0","0","0","1","5","1","4","0","0","-"
"420","Mikko Rantanen","COL","R","82","2.8166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"421","A.J. Greer","BOS","L","61","3.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"422","Jansen Harkins","WPG","C","22","0.95","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
